43,287,76,33,1.1853,1.3154,102
49,292,80,31,1.1278,1.3608,102
38,316,70,32,1.1607,1.4377,102
42,309,77,35,1.1392,1.3767,102
50,297,84,34,1.1947,1.4593,102
40,291,73,33,1.2456,1.4878,102
33,287,64,31,1.1893,1.4781,102
43,293,74,31,1.0708,1.231,102
19,291,69,50,1.0678,1.1829,102
27,300,69,42,1.2212,1.3394,102
30,319,64,34,1.1018,1.3044,102
45,306,78,33,1.0835,1.3778,102
50,291,83,33,1.1532,1.481,102
14,290,45,31,1.1024,1.4303,102
29,287,57,28,1.0565,1.3803,102
43,299,74,31,1.0028,1.1431,102
31,301,72,41,1.1779,1.3635,102
47,302,79,32,1.248,1.4689,102
34,316,66,32,1.0988,1.3614,102
50,297,83,33,1.1133,1.3503,102
31,284,62,31,1.1199,1.3868,102
31,287,61,30,1.1476,1.3996,102
49,290,78,29,1.0528,1.3213,102
43,307,75,32,1.1057,1.449,102
47,308,81,34,1.0699,1.2947,102
50,303,84,34,1.1796,1.3018,102
32,313,78,46,1.0825,1.184,102
27,291,69,42,1.0306,1.1709,102
37,279,67,30,1.0437,1.2957,102
17,290,47,30,1.1923,1.4556,102
40,298,70,30,1.1385,1.4567,102
40,309,72,32,1.0938,1.3776,102
32,305,64,32,1.0694,1.3484,102
39,298,71,32,1.0196,1.3974,102
50,302,83,33,1.0079,1.2203,102
39,286,71,32,0.98627,1.1285,102
28,283,76,48,0.98522,1.0822,102
36,296,67,31,1.0518,1.1978,102
32,308,62,30,1.0504,1.2296,102
50,313,84,34,1.1069,1.4133,102
16,302,48,32,1.1343,1.3904,102
43,294,74,31,1.1745,1.3764,102
50,296,82,32,1.1536,1.3415,102
47,288,87,40,1.0968,1.2454,102
48,286,98,50,1.1427,1.2524,102
22,301,53,31,1.107,1.3208,102
15,311,48,33,1.1329,1.5171,102
50,309,84,34,1.1758,1.3672,102
47,295,79,32,1.1465,1.3795,102
47,288,78,31,1.0993,1.2918,102
