36,332,43,7,2.2166,2.9334,115
30,361,38,8,2.367,3.0344,115
31,419,39,8,2.3699,3.0734,115
33,347,39,6,2.1483,2.8769,115
29,350,36,7,2.334,3.0215,115
27,372,35,8,2.3739,3.083,115
30,367,37,7,2.2768,2.9905,115
30,340,37,7,2.238,2.9624,115
26,332,34,8,2.2832,3.0446,115
31,376,38,7,2.3701,3.1107,115
34,375,41,7,2.2942,2.9861,115
28,334,35,7,2.1732,2.9038,115
26,357,34,8,2.2141,2.9384,115
31,340,38,7,2.298,3.0498,115
28,325,35,7,2.2653,3.0725,115
32,316,40,8,2.2792,3.0252,115
29,336,36,7,2.3981,3.12,115
29,360,37,8,2.3775,3.088,115
28,324,35,7,2.3689,3.0907,115
32,315,38,6,2.3468,3.0681,115
28,341,35,7,2.2767,3.0274,115
32,348,39,7,2.1642,2.9336,115
29,333,36,7,2.228,2.9938,115
33,312,40,7,2.2744,3.0344,115
25,334,33,8,2.2599,2.9871,115
31,334,38,7,2.2119,2.9604,115
29,343,37,8,2.1819,2.969,115
28,317,35,7,2.153,2.9303,115
33,334,41,8,2.3038,3.0678,115
31,337,38,7,2.3327,3.0708,115
32,330,39,7,2.2839,3.0385,115
26,315,33,7,2.2898,3.071,115
44,317,51,7,2.3003,2.9942,115
40,322,47,7,2.2884,3.0564,115
29,316,36,7,2.2662,3.0561,115
32,307,39,7,2.2865,3.0749,115
32,351,39,7,2.3381,3.067,115
27,336,35,8,2.3701,3.0767,115
27,311,33,6,2.1611,2.8606,115
25,354,33,8,2.1749,2.9228,115
27,382,35,8,2.2194,2.9856,115
33,339,41,8,2.1971,2.9481,115
29,382,36,7,2.3599,3.0673,115
26,409,33,7,2.2714,3.0318,115
28,364,36,8,2.2546,3.0049,115
31,354,39,8,2.2576,2.9267,115
38,377,46,8,2.3389,2.97,115
39,377,47,8,2.2417,2.953,115
28,354,35,7,2.1106,2.8072,115
29,361,37,8,2.2067,2.8868,115
