11,301,18,7,2.4524,2.3949,103
12,304,19,7,2.2564,2.2778,103
11,302,18,7,2.3572,2.3775,103
11,312,18,7,2.4239,2.345,103
12,333,21,9,2.4514,2.3993,103
11,316,19,8,2.3146,2.3001,103
11,301,18,7,2.3381,2.3205,103
11,299,18,7,2.4213,2.3296,103
11,303,19,8,2.3508,2.2965,103
11,300,20,9,2.3006,2.3169,103
11,308,19,8,2.4052,2.3306,103
11,328,20,9,2.1816,2.1792,103
13,327,22,9,2.4096,2.3301,103
12,329,21,9,2.4022,2.3135,103
11,316,19,8,2.4103,2.3631,103
11,326,19,8,2.3663,2.3106,103
12,311,20,8,2.2322,2.2211,103
11,325,19,8,2.2948,2.2805,103
11,337,19,8,2.4176,2.3666,103
13,319,21,8,2.3282,2.2878,103
12,306,20,8,2.5071,2.4185,103
11,303,19,8,2.4322,2.3745,103
11,299,19,8,2.2975,2.2707,103
11,317,19,8,2.4862,2.4381,103
12,320,21,9,2.4707,2.3808,103
11,321,19,8,2.3499,2.3173,103
12,322,20,8,2.1981,2.2037,103
11,300,19,8,2.5069,2.4494,103
10,303,18,8,2.4731,2.4001,103
12,300,20,8,2.3511,2.3269,103
12,316,20,8,2.3341,2.3203,103
12,318,19,7,2.4109,2.3631,103
12,313,20,8,2.4211,2.3418,103
12,313,20,8,2.2235,2.2433,103
12,297,20,8,2.3163,2.3528,103
11,283,18,7,2.4152,2.387,103
11,293,18,7,2.4767,2.4359,103
11,298,19,8,2.309,2.2776,103
11,304,19,8,2.3514,2.354,103
11,302,19,8,2.5036,2.4618,103
11,300,19,8,2.3874,2.3486,103
12,298,20,8,2.2508,2.2258,103
11,287,19,8,2.5438,2.4989,103
11,284,18,7,2.5681,2.529,103
11,291,18,7,2.4693,2.4141,103
11,308,19,8,2.3307,2.3205,103
11,313,19,8,2.5386,2.4533,103
11,301,19,8,2.5059,2.4225,103
11,300,19,8,2.4175,2.389,103
11,295,19,8,2.3659,2.3956,103
