33,250,59,26,1.5754,1.6984,105
34,256,61,27,1.5158,1.6887,105
35,257,61,26,1.5034,1.6826,105
37,257,62,25,1.5391,1.6941,105
38,262,66,28,1.5464,1.6807,105
34,275,61,27,1.5006,1.6531,105
37,271,64,27,1.5459,1.7303,105
36,264,63,27,1.6383,1.8003,105
36,252,63,27,1.5937,1.7321,105
33,249,58,25,1.5346,1.6893,105
33,251,59,26,1.5639,1.7116,105
35,260,60,25,1.5468,1.7047,105
32,273,60,28,1.5063,1.6643,105
30,267,57,27,1.5214,1.6845,105
36,268,63,27,1.5467,1.7087,105
30,265,55,25,1.532,1.6985,105
37,265,64,27,1.5035,1.6718,105
40,254,67,27,1.5108,1.6445,105
33,408,59,26,1.5,1.6385,105
24,360,57,33,2.0806,2.4485,105
31,272,57,26,1.5124,1.7181,105
40,274,69,29,1.548,1.7052,105
36,268,66,30,1.52,1.7121,105
39,259,64,25,1.547,1.7044,105
35,251,59,24,1.5006,1.6549,105
37,260,65,28,1.5529,1.7065,105
37,417,63,26,1.5318,1.6967,105
25,367,61,36,2.04,2.5327,105
32,273,58,26,1.5531,1.716,105
43,266,71,28,1.6035,1.7336,105
36,264,63,27,1.4596,1.6084,105
13,256,40,27,1.4867,1.6519,105
33,250,56,23,1.587,1.7324,105
38,246,63,25,1.5357,1.7328,105
13,259,42,29,1.457,1.6204,105
34,276,62,28,1.5263,1.7305,105
34,264,61,27,1.5884,1.7545,105
34,263,61,27,1.5366,1.644,105
33,261,60,27,1.5277,1.6767,105
34,255,61,27,1.5602,1.6984,105
34,252,58,24,1.5529,1.6865,105
33,255,57,24,1.5716,1.7374,105
32,256,58,26,1.5762,1.7426,105
39,440,65,26,1.533,1.6844,105
28,361,75,47,2.1441,2.5362,105
36,265,64,28,1.5649,1.7646,105
35,254,60,25,1.5725,1.702,105
33,249,59,26,1.5725,1.7331,105
14,251,38,24,1.5461,1.7071,105
37,246,63,26,1.5336,1.7035,105
