48,315,65,17,0.829,0.9767,111
45,324,61,16,0.9582,1.2051,111
39,303,55,16,0.96299,1.2077,111
47,309,63,16,1.0788,1.2078,111
44,301,58,14,1.1204,1.3204,111
29,304,43,14,1.0996,1.3446,111
42,296,56,14,1.0728,1.2828,111
48,321,64,16,1.004,1.2279,111
30,317,46,16,1.0431,1.2874,111
35,301,51,16,0.97611,1.2653,111
44,308,59,15,0.92696,1.1193,111
50,308,64,14,1.0194,1.2521,111
32,299,46,14,0.97206,1.2514,111
47,292,62,15,0.85329,1.0741,111
44,315,59,15,0.99104,1.2104,111
46,317,61,15,1.0047,1.2147,111
43,307,59,16,0.94425,1.2071,111
33,319,48,15,0.93753,1.2055,111
50,299,65,15,0.93363,1.2163,111
48,294,62,14,0.98199,1.1377,111
34,297,49,15,0.99787,1.2331,111
31,327,46,15,0.95231,1.2098,111
34,317,49,15,0.9388,1.2164,111
31,306,47,16,0.91208,1.1942,111
30,311,44,14,0.96681,1.2471,111
44,304,59,15,1.0226,1.2075,111
44,302,59,15,1.1415,1.3401,111
42,303,57,15,1.0497,1.2836,111
41,319,56,15,1.0378,1.2722,111
48,309,63,15,1.0371,1.2825,111
45,309,62,17,1.0202,1.1641,111
33,320,50,17,1.0586,1.2511,111
30,308,45,15,0.99851,1.2453,111
46,300,61,15,0.99154,1.2152,111
42,306,57,15,1.0107,1.2462,111
50,328,65,15,1.0155,1.249,111
45,332,61,16,0.99539,1.2465,111
48,317,64,16,0.98405,1.2035,111
46,321,62,16,1.0146,1.2187,111
34,315,49,15,1.0436,1.2924,111
41,308,55,14,1.0229,1.243,111
50,316,64,14,0.96155,1.1578,111
48,332,64,16,1.0386,1.255,111
50,323,65,15,0.99301,1.2463,111
49,313,64,15,0.93435,1.1531,111
29,319,43,14,0.91461,1.2137,111
50,303,64,14,0.92835,1.1568,111
50,301,66,16,0.85999,1.0167,111
31,314,44,13,1.0101,1.2709,111
48,316,64,16,1.0561,1.2726,111
