10,293,19,9,1.471,1.4242,100
10,284,16,6,1.5095,1.4496,100
11,284,17,6,1.4802,1.3719,100
9,284,15,6,1.3593,1.2974,100
10,295,16,6,1.4004,1.3576,100
10,235,16,6,1.4726,1.4124,100
10,358,16,6,1.4076,1.3391,100
11,303,20,9,1.4241,1.4245,100
10,292,16,6,1.4676,1.3925,100
9,285,15,6,1.4972,1.4317,100
9,277,15,6,1.3611,1.3011,100
9,303,16,7,1.3401,1.2876,100
10,308,16,6,1.4381,1.3714,100
11,295,17,6,1.4174,1.3096,100
10,299,17,7,1.3661,1.2805,100
10,295,17,7,1.3689,1.3322,100
9,286,16,7,1.4031,1.3595,100
9,288,16,7,1.3499,1.2547,100
12,284,21,9,1.5239,1.4308,100
9,297,16,7,1.4484,1.3715,100
11,312,17,6,1.4967,1.4266,100
10,297,16,6,1.4271,1.3282,100
10,282,17,7,1.4319,1.3574,100
10,287,16,6,1.5111,1.4194,100
14,277,20,6,1.5854,1.4715,100
9,283,15,6,1.4646,1.3697,100
9,293,16,7,1.4502,1.4216,100
12,293,18,6,1.5973,1.4707,100
9,299,15,6,1.495,1.4272,100
10,304,16,6,1.3929,1.3433,100
10,290,17,7,1.4798,1.4377,100
11,278,18,7,1.6256,1.6027,100
9,288,16,7,1.456,1.3582,100
10,284,17,7,1.4653,1.3436,100
10,309,17,7,1.4566,1.3899,100
10,304,16,6,1.5838,1.4639,100
11,296,19,8,1.4679,1.435,100
9,289,16,7,1.427,1.3422,100
9,301,16,7,1.4668,1.4183,100
10,285,16,6,1.6181,1.5692,100
8,284,14,6,1.4553,1.3742,100
12,295,20,8,1.4746,1.3932,100
9,305,16,7,1.4514,1.4219,100
10,316,18,8,1.5908,1.5075,100
13,296,20,7,1.491,1.3296,100
9,280,16,7,1.4551,1.3677,100
10,289,18,8,1.5147,1.4859,100
9,292,15,6,1.4821,1.4182,100
9,288,15,6,1.3501,1.2638,100
10,301,16,6,1.3887,1.3087,100
