16,229,38,22,0.9063,1.3371,109
19,236,40,21,1.3519,1.7973,109
16,240,39,23,1.1259,1.7434,109
50,239,73,23,0.97651,1.4018,109
18,236,41,23,1.0787,1.5345,109
19,243,42,23,1.101,1.589,109
48,230,72,24,1.2379,1.8856,109
39,224,63,24,0.94198,1.4326,109
15,217,35,20,0.90955,1.3658,109
16,223,34,18,1.073,1.5067,109
50,223,74,24,1.1258,1.6137,109
50,234,75,25,1.1892,1.6221,109
19,236,42,23,1.2363,1.8083,109
42,233,64,22,1.1573,1.7699,109
17,228,43,26,0.99418,1.4892,109
18,228,40,22,1.036,1.4853,109
18,224,40,22,1.247,1.7361,109
17,215,38,21,1.3923,1.9832,109
48,210,70,22,1.1651,1.733,109
18,219,43,25,1.0912,1.6018,109
18,219,41,23,1.2146,1.7014,109
17,231,39,22,1.3505,1.861,109
19,233,42,23,1.4731,2.1115,109
48,228,75,27,1.2449,1.8204,109
18,228,41,23,1.2628,1.7897,109
18,214,40,22,1.3844,1.8877,109
16,221,66,50,2.1211,2.0933,109
19,214,43,24,1.6056,2.2636,109
41,221,62,21,1.4024,1.9587,109
18,217,40,22,1.3913,1.9221,109
19,223,42,23,1.5016,2.0172,109
19,227,43,24,1.5961,2.1313,109
50,240,72,22,1.6444,2.2451,109
50,243,72,22,1.5116,2.0791,109
49,225,72,23,1.4661,1.9802,109
18,220,40,22,1.5864,2.0978,109
17,226,39,22,1.6262,2.1744,109
19,233,42,23,1.6784,2.2351,109
50,226,72,22,1.7181,2.3261,109
50,226,73,23,1.557,2.1142,109
17,237,40,23,1.507,2.0202,109
18,243,42,24,1.5448,2.0578,109
18,245,40,22,1.5913,2.1351,109
19,243,41,22,1.6401,2.2274,109
20,229,43,23,1.6865,2.2514,109
18,225,39,21,1.7204,2.3272,109
50,230,71,21,1.5405,2.097,109
50,236,73,23,1.4882,1.9998,109
16,238,66,50,2.0006,1.8781,109
19,235,42,23,1.6254,2.2013,109
