8,315,36,28,1.3679,1.4115,101
9,321,45,36,1.5059,1.5297,101
9,336,38,29,1.537,1.5631,101
9,344,33,24,1.5617,1.5993,101
10,324,60,50,1.4025,1.4723,101
12,313,28,16,1.5744,1.6185,101
9,312,42,33,1.806,1.7759,101
8,311,34,26,1.678,1.7645,101
9,329,59,50,1.6124,1.6739,101
9,329,41,32,1.5074,1.5547,101
9,330,34,25,1.5941,1.6358,101
8,322,36,28,1.5627,1.5706,101
9,327,46,37,1.5329,1.5472,101
8,319,44,36,1.4612,1.4925,101
8,312,57,49,1.3212,1.429,101
8,328,55,47,1.5763,1.5762,101
9,330,36,27,1.5511,1.5621,101
9,324,34,25,1.3695,1.4628,101
9,305,34,25,1.5231,1.4875,101
7,303,39,32,1.5156,1.5145,101
9,312,43,34,1.5447,1.5441,101
9,320,34,25,1.5082,1.5243,101
8,323,36,28,1.4471,1.4669,101
8,320,46,38,1.4367,1.4555,101
8,309,53,45,1.3835,1.4028,101
9,307,35,26,1.594,1.6161,101
8,304,38,30,1.6387,1.6349,101
9,295,33,24,1.4446,1.5197,101
8,308,45,37,1.5601,1.5419,101
8,324,36,28,1.5323,1.5522,101
8,329,47,39,1.5095,1.5212,101
9,309,42,33,1.3085,1.3726,101
9,301,41,32,1.5348,1.5292,101
7,293,55,48,1.6754,1.7184,101
8,286,40,32,1.8675,1.8368,101
9,289,48,39,2.0286,1.996,101
8,290,51,43,1.8662,1.8642,101
17,289,55,38,1.9045,2.0295,101
10,283,59,49,1.8849,1.9778,101
9,290,51,42,1.7955,1.8546,101
10,272,34,24,1.7333,1.8199,101
10,274,56,46,1.6685,1.7493,101
8,283,30,22,1.7448,1.7532,101
8,289,49,41,1.8374,1.9102,101
9,303,42,33,1.8152,1.8522,101
8,308,48,40,1.7305,1.7512,101
25,283,69,44,1.769,1.7425,101
9,272,31,22,1.6811,1.6552,101
8,278,44,36,1.606,1.6391,101
8,287,51,43,1.5952,1.575,101
