16,299,57,41,1.0878,1.7362,104
19,286,58,39,1.1963,1.9356,104
29,287,70,41,1.1051,1.8036,104
16,291,54,38,1.1465,1.8859,104
50,271,98,48,1.7188,1.8988,104
49,312,90,41,1.152,1.6345,104
9,299,48,39,1.1566,1.943,104
13,290,51,38,1.104,1.8456,104
28,291,71,43,1.2373,1.9353,104
30,290,70,40,1.1216,1.8213,104
10,293,52,42,1.1926,1.9355,104
39,272,52,13,1.8346,1.974,104
46,305,96,50,1.1797,1.4256,104
17,305,62,45,1.1732,1.8517,104
23,297,65,42,1.1158,1.8433,104
24,292,65,41,1.2195,1.932,104
16,285,53,37,1.0793,1.7685,104
14,291,56,42,1.1048,1.8458,104
38,304,88,50,1.8855,2.089,104
41,267,53,12,1.2704,1.5481,104
21,308,68,47,1.2638,1.9322,104
15,294,59,44,1.1024,1.7574,104
25,297,70,45,1.1006,1.8469,104
14,291,58,44,1.2297,1.9623,104
28,288,71,43,1.1181,1.8168,104
50,303,100,50,2.1729,2.3664,104
32,260,78,46,1.3827,1.6012,104
28,310,73,45,1.3116,1.8398,104
45,301,79,34,1.339,1.5544,104
50,293,89,39,1.0964,1.5964,104
33,291,75,42,1.0153,1.715,104
15,302,55,40,0.92871,1.7469,104
44,272,94,50,1.5266,1.6935,104
13,279,51,38,0.99882,1.3471,104
41,302,81,40,0.97895,1.6612,104
21,305,68,47,0.96991,1.6441,104
16,296,61,45,1.096,1.7569,104
9,299,50,41,1.0781,1.747,104
15,295,63,48,1.9,2.0124,104
49,278,99,50,1.6021,1.7432,104
36,280,72,36,1.0494,1.6121,104
23,288,61,38,1.0866,1.6807,104
38,310,77,39,1.0884,1.7649,104
18,300,59,41,1.1003,1.7947,104
13,294,50,37,1.0792,1.7457,104
9,306,51,42,1.1232,1.7957,104
41,276,90,49,1.4827,1.6129,104
17,279,65,48,1.0511,1.2962,104
16,278,53,37,1.0478,1.6434,104
14,312,54,40,1.0797,1.689,104
